sg_geoid,sg_year,matched_same_year,matched_other_years
12069,2020,TRUE,2000;2010
22069,2020,TRUE,2000;2010
29069,2020,TRUE,2000;2010
37069,2020,TRUE,2000;2010
42069,2020,TRUE,2000;2010
55069,2020,TRUE,2000;2010
06071,2020,TRUE,2000;2010
12071,2020,TRUE,2000;2010
22071,2020,TRUE,2000;2010
29071,2020,TRUE,2000;2010
36071,2020,TRUE,2000;2010
37071,2020,TRUE,2000;2010
39071,2020,TRUE,2000;2010
41071,2020,TRUE,2000;2010
42071,2020,TRUE,2000;2010
55071,2020,TRUE,2000;2010
01073,2020,TRUE,2000;2010
05073,2020,TRUE,2000;2010
06073,2020,TRUE,2000;2010
12073,2020,TRUE,2000;2010
17073,2020,TRUE,2000;2010
21073,2020,TRUE,2000;2010
22073,2020,TRUE,2000;2010
27073,2020,TRUE,2000;2010
39073,2020,TRUE,2000;2010
40073,2020,TRUE,2000;2010
42073,2020,TRUE,2000;2010
47073,2020,TRUE,2000;2010
53073,2020,TRUE,2000;2010
55073,2020,TRUE,2000;2010
01075,2020,TRUE,2000;2010
05075,2020,TRUE,2000;2010
06075,2020,TRUE,2000;2010
12075,2020,TRUE,2000;2010
26075,2020,TRUE,2000;2010
28075,2020,TRUE,2000;2010
42075,2020,TRUE,2000;2010
45075,2020,TRUE,2000;2010
48075,2020,TRUE,2000;2010
06077,2020,TRUE,2000;2010
13077,2020,TRUE,2000;2010
18077,2020,TRUE,2000;2010
29077,2020,TRUE,2000;2010
39077,2020,TRUE,2000;2010
42077,2020,TRUE,2000;2010
53077,2020,TRUE,2000;2010
20079,2020,TRUE,2000;2010
22079,2020,TRUE,2000;2010
28079,2020,TRUE,2000;2010
31079,2020,TRUE,2000;2010
36079,2020,TRUE,2000;2010
42079,2020,TRUE,2000;2010
45079,2020,TRUE,2000;2010
51079,2020,TRUE,2000;2010
54079,2020,TRUE,2000;2010
55079,2020,TRUE,2000;2010
01081,2020,TRUE,2000;2010
05081,2020,TRUE,2000;2010
06081,2020,TRUE,2000;2010
19081,2020,TRUE,2000;2010
26081,2020,TRUE,2000;2010
36081,2020,TRUE,2000;2010
37081,2020,TRUE,2000;2010
42081,2020,TRUE,2000;2010
01083,2020,TRUE,2000;2010
06083,2020,TRUE,2000;2010
12083,2020,TRUE,2000;2010
16083,2020,TRUE,2000;2010
18083,2020,TRUE,2000;2010
22083,2020,TRUE,2000;2010
36083,2020,TRUE,2000;2010
37083,2020,TRUE,2000;2010
45083,2020,TRUE,2000;2010
48083,2020,TRUE,2000;2010
05085,2020,TRUE,2000;2010
06085,2020,TRUE,2000;2010
17085,2020,TRUE,2000;2010
27085,2020,TRUE,2000;2010
36085,2020,TRUE,2000;2010
39085,2020,TRUE,2000;2010
42085,2020,TRUE,2000;2010
45085,2020,TRUE,2000;2010
48085,2020,TRUE,2000;2010
12086,2020,TRUE,2000;2010
01087,2020,TRUE,2000;2010
36087,2020,TRUE,2000;2010
42087,2020,TRUE,2000;2010
45087,2020,TRUE,2000;2010
51087,2020,TRUE,2000;2010
55087,2020,TRUE,2000;2010
01089,2020,TRUE,2000;2010
12089,2020,TRUE,2000;2010
13089,2020,TRUE,2000;2010
17089,2020,TRUE,2000;2010
18089,2020,TRUE,2000;2010
21089,2020,TRUE,2000;2010
28089,2020,TRUE,2000;2010
31089,2020,TRUE,2000;2010
36089,2020,TRUE,2000;2010
39089,2020,TRUE,2000;2010
55089,2020,TRUE,2000;2010
02090,2020,FALSE,NA
05091,2020,TRUE,2000;2010
13091,2020,TRUE,2000;2010
17091,2020,TRUE,2000;2010
20091,2020,TRUE,2000;2010
26091,2020,TRUE,2000;2010
28091,2020,TRUE,2000;2010
36091,2020,TRUE,2000;2010
39091,2020,TRUE,2000;2010
42091,2020,TRUE,2000;2010
45091,2020,TRUE,2000;2010
21093,2020,TRUE,2000;2010
36093,2020,TRUE,2000;2010
39093,2020,TRUE,2000;2010
47093,2020,TRUE,2000;2010
01095,2020,TRUE,2000;2010
06095,2020,TRUE,2000;2010
12095,2020,TRUE,2000;2010
13095,2020,TRUE,2000;2010
18095,2020,TRUE,2000;2010
22095,2020,TRUE,2000;2010
29095,2020,TRUE,2000;2010
39095,2020,TRUE,2000;2010
42095,2020,TRUE,2000;2010
01097,2020,TRUE,2000;2010
12097,2020,TRUE,2000;2010
13097,2020,TRUE,2000;2010
17097,2020,TRUE,2000;2010
18097,2020,TRUE,2000;2010
22097,2020,TRUE,2000;2010
28097,2020,TRUE,2000;2010
37097,2020,TRUE,2000;2010
42097,2020,TRUE,2000;2010
47097,2020,TRUE,2000;2010
06099,2020,TRUE,2000;2010
12099,2020,TRUE,2000;2010
13099,2020,TRUE,2000;2010
17099,2020,TRUE,2000;2010
26099,2020,TRUE,2000;2010
29099,2020,TRUE,2000;2010
39099,2020,TRUE,2000;2010
42099,2020,TRUE,2000;2010
55099,2020,TRUE,2000;2010
01101,2020,TRUE,2000;2010
17101,2020,TRUE,2000;2010
19101,2020,TRUE,2000;2010
27101,2020,TRUE,2000;2010
36101,2020,TRUE,2000;2010
38101,2020,TRUE,2000;2010
40101,2020,TRUE,2000;2010
42101,2020,TRUE,2000;2010
55101,2020,TRUE,2000;2010
01103,2020,TRUE,2000;2010
12103,2020,TRUE,2000;2010
13103,2020,TRUE,2000;2010
18103,2020,TRUE,2000;2010
20103,2020,TRUE,2000;2010
22103,2020,TRUE,2000;2010
36103,2020,TRUE,2000;2010
46103,2020,TRUE,2000;2010
72103,2020,FALSE,NA
05105,2020,TRUE,2000;2010
08105,2020,TRUE,2000;2010
18105,2020,TRUE,2000;2010
22105,2020,TRUE,2000;2010
27105,2020,TRUE,2000;2010
28105,2020,TRUE,2000;2010
55105,2020,TRUE,2000;2010
01107,2020,TRUE,2000;2010
06107,2020,TRUE,2000;2010
28107,2020,TRUE,2000;2010
29107,2020,TRUE,2000;2010
47107,2020,TRUE,2000;2010
48107,2020,TRUE,2000;2010
51107,2020,TRUE,2000;2010
54107,2020,TRUE,2000;2010
28109,2020,TRUE,2000;2010
31109,2020,TRUE,2000;2010
39109,2020,TRUE,2000;2010
40109,2020,TRUE,2000;2010
55109,2020,TRUE,2000;2010
02110,2020,FALSE,NA
05111,2020,TRUE,2000;2010
06111,2020,TRUE,2000;2010
12111,2020,TRUE,2000;2010
13111,2020,TRUE,2000;2010
17111,2020,TRUE,2000;2010
19111,2020,TRUE,2000;2010
21111,2020,TRUE,2000;2010
27111,2020,TRUE,2000;2010
30111,2020,TRUE,2000;2010
31111,2020,TRUE,2000;2010
37111,2020,TRUE,2000;2010
40111,2020,TRUE,2000;2010
55111,2020,TRUE,2000;2010
06113,2020,TRUE,2000;2010
12113,2020,TRUE,2000;2010
17113,2020,TRUE,2000;2010
18113,2020,TRUE,2000;2010
21113,2020,TRUE,2000;2010
22113,2020,TRUE,2000;2010
39113,2020,TRUE,2000;2010
48113,2020,TRUE,2000;2010
05115,2020,TRUE,2000;2010
17115,2020,TRUE,2000;2010
26115,2020,TRUE,2000;2010
36115,2020,TRUE,2000;2010
47115,2020,TRUE,2000;2010
55115,2020,TRUE,2000;2010
01117,2020,TRUE,2000;2010
12117,2020,TRUE,2000;2010
17117,2020,TRUE,2000;2010
21117,2020,TRUE,2000;2010
26117,2020,TRUE,2000;2010
42117,2020,TRUE,2000;2010
55117,2020,TRUE,2000;2010
01119,2020,TRUE,2000;2010
05119,2020,TRUE,2000;2010
12119,2020,TRUE,2000;2010
17119,2020,TRUE,2000;2010
22119,2020,TRUE,2000;2010
27119,2020,TRUE,2000;2010
36119,2020,TRUE,2000;2010
37119,2020,TRUE,2000;2010
39119,2020,TRUE,2000;2010
47119,2020,TRUE,2000;2010
01121,2020,TRUE,2000;2010
13121,2020,TRUE,2000;2010
26121,2020,TRUE,2000;2010
48121,2020,TRUE,2000;2010
02122,2020,FALSE,NA
01123,2020,TRUE,2000;2010
08123,2020,TRUE,2000;2010
20123,2020,TRUE,2000;2010
21123,2020,TRUE,2000;2010
27123,2020,TRUE,2000;2010
28123,2020,TRUE,2000;2010
55123,2020,TRUE,2000;2010
01125,2020,TRUE,2000;2010
21125,2020,TRUE,2000;2010
26125,2020,TRUE,2000;2010
46125,2020,TRUE,2000;2010
47125,2020,TRUE,2000;2010
01127,2020,TRUE,2000;2010
12127,2020,TRUE,2000;2010
13127,2020,TRUE,2000;2010
17127,2020,TRUE,2000;2010
18127,2020,TRUE,2000;2010
19127,2020,TRUE,2000;2010
37127,2020,TRUE,2000;2010
39127,2020,TRUE,2000;2010
55127,2020,TRUE,2000;2010
72127,2020,FALSE,NA
37129,2020,TRUE,2000;2010
42129,2020,TRUE,2000;2010
55129,2020,TRUE,2000;2010
72129,2020,FALSE,NA
05131,2020,TRUE,2000;2010
12131,2020,TRUE,2000;2010
18131,2020,TRUE,2000;2010
12133,2020,TRUE,2000;2010
17133,2020,TRUE,2000;2010
29133,2020,TRUE,2000;2010
37133,2020,TRUE,2000;2010
39133,2020,TRUE,2000;2010
42133,2020,TRUE,2000;2010
55133,2020,TRUE,2000;2010
13135,2020,TRUE,2000;2010
18135,2020,TRUE,2000;2010
29135,2020,TRUE,2000;2010
37135,2020,TRUE,2000;2010
48135,2020,TRUE,2000;2010
51135,2020,TRUE,2000;2010
05137,2020,TRUE,2000;2010
13137,2020,TRUE,2000;2010
18137,2020,TRUE,2000;2010
19137,2020,TRUE,2000;2010
21137,2020,TRUE,2000;2010
27137,2020,TRUE,2000;2010
13139,2020,TRUE,2000;2010
17139,2020,TRUE,2000;2010
19139,2020,TRUE,2000;2010
29139,2020,TRUE,2000;2010
39139,2020,TRUE,2000;2010
40139,2020,TRUE,2000;2010
48139,2020,TRUE,2000;2010
51139,2020,TRUE,2000;2010
18141,2020,TRUE,2000;2010
27141,2020,TRUE,2000;2010
37141,2020,TRUE,2000;2010
39141,2020,TRUE,2000;2010
48141,2020,TRUE,2000;2010
55141,2020,TRUE,2000;2010
05143,2020,TRUE,2000;2010
17143,2020,TRUE,2000;2010
29143,2020,TRUE,2000;2010
39143,2020,TRUE,2000;2010
40143,2020,TRUE,2000;2010
21145,2020,TRUE,2000;2010
26145,2020,TRUE,2000;2010
37145,2020,TRUE,2000;2010
40145,2020,TRUE,2000;2010
48145,2020,TRUE,2000;2010
37147,2020,TRUE,2000;2010
47147,2020,TRUE,2000;2010
20149,2020,TRUE,2000;2010
18151,2020,TRUE,2000;2010
37151,2020,TRUE,2000;2010
39151,2020,TRUE,2000;2010
18153,2020,TRUE,2000;2010
19153,2020,TRUE,2000;2010
31153,2020,TRUE,2000;2010
39153,2020,TRUE,2000;2010
48153,2020,TRUE,2000;2010
19155,2020,TRUE,2000;2010
20155,2020,TRUE,2000;2010
37155,2020,TRUE,2000;2010
39155,2020,TRUE,2000;2010
47155,2020,TRUE,2000;2010
13157,2020,TRUE,2000;2010
18157,2020,TRUE,2000;2010
26157,2020,TRUE,2000;2010
39157,2020,TRUE,2000;2010
47157,2020,TRUE,2000;2010
48157,2020,TRUE,2000;2010
26159,2020,TRUE,2000;2010
37159,2020,TRUE,2000;2010
19161,2020,TRUE,2000;2010
26161,2020,TRUE,2000;2010
28161,2020,TRUE,2000;2010
51161,2020,TRUE,2000;2010
17163,2020,TRUE,2000;2010
18163,2020,TRUE,2000;2010
19163,2020,TRUE,2000;2010
26163,2020,TRUE,2000;2010
37163,2020,TRUE,2000;2010
47163,2020,TRUE,2000;2010
51165,2020,TRUE,2000;2010
17167,2020,TRUE,2000;2010
18167,2020,TRUE,2000;2010
48167,2020,TRUE,2000;2010
18169,2020,TRUE,2000;2010
19169,2020,TRUE,2000;2010
37169,2020,TRUE,2000;2010
20171,2020,TRUE,2000;2010
39171,2020,TRUE,2000;2010
17173,2020,TRUE,2000;2010
18173,2020,TRUE,2000;2010
20173,2020,TRUE,2000;2010
18177,2020,TRUE,2000;2010
19177,2020,TRUE,2000;2010
20177,2020,TRUE,2000;2010
17179,2020,TRUE,2000;2010
18179,2020,TRUE,2000;2010
47179,2020,TRUE,2000;2010
48181,2020,TRUE,2000;2010
51181,2020,TRUE,2000;2010
17183,2020,TRUE,2000;2010
18183,2020,TRUE,2000;2010
29183,2020,TRUE,2000;2010
37183,2020,TRUE,2000;2010
48183,2020,TRUE,2000;2010
47185,2020,TRUE,2000;2010
47187,2020,TRUE,2000;2010
48187,2020,TRUE,2000;2010
29189,2020,TRUE,2000;2010
37189,2020,TRUE,2000;2010
37191,2020,TRUE,2000;2010
37193,2020,TRUE,2000;2010
17195,2020,TRUE,2000;2010
21195,2020,TRUE,2000;2010
29195,2020,TRUE,2000;2010
17199,2020,TRUE,2000;2010
21199,2020,TRUE,2000;2010
48199,2020,TRUE,2000;2010
51199,2020,TRUE,2000;2010
17201,2020,TRUE,2000;2010
48201,2020,TRUE,2000;2010
20209,2020,TRUE,2000;2010
21209,2020,TRUE,2000;2010
29213,2020,TRUE,2000;2010
13215,2020,TRUE,2000;2010
48215,2020,TRUE,2000;2010
13219,2020,TRUE,2000;2010
29221,2020,TRUE,2000;2010
48221,2020,TRUE,2000;2010
13227,2020,TRUE,2000;2010
21227,2020,TRUE,2000;2010
29229,2020,TRUE,2000;2010
48231,2020,TRUE,2000;2010
13233,2020,TRUE,2000;2010
21233,2020,TRUE,2000;2010
48241,2020,TRUE,2000;2010
13245,2020,TRUE,2000;2010
48245,2020,TRUE,2000;2010
13251,2020,TRUE,2000;2010
48253,2020,TRUE,2000;2010
13257,2020,TRUE,2000;2010
13263,2020,TRUE,2000;2010
48265,2020,TRUE,2000;2010
13275,2020,TRUE,2000;2010
48277,2020,TRUE,2000;2010
13281,2020,TRUE,2000;2010
13289,2020,TRUE,2000;2010
48291,2020,TRUE,2000;2010
13297,2020,TRUE,2000;2010
13301,2020,TRUE,2000;2010
48303,2020,TRUE,2000;2010
13305,2020,TRUE,2000;2010
48309,2020,TRUE,2000;2010
13315,2020,TRUE,2000;2010
48321,2020,TRUE,2000;2010
48323,2020,TRUE,2000;2010
48339,2020,TRUE,2000;2010
48347,2020,TRUE,2000;2010
48349,2020,TRUE,2000;2010
48355,2020,TRUE,2000;2010
48361,2020,TRUE,2000;2010
48367,2020,TRUE,2000;2010
48375,2020,TRUE,2000;2010
48381,2020,TRUE,2000;2010
48401,2020,TRUE,2000;2010
48411,2020,TRUE,2000;2010
48417,2020,TRUE,2000;2010
48423,2020,TRUE,2000;2010
48427,2020,TRUE,2000;2010
48439,2020,TRUE,2000;2010
48445,2020,TRUE,2000;2010
48449,2020,TRUE,2000;2010
48451,2020,TRUE,2000;2010
48453,2020,TRUE,2000;2010
48457,2020,TRUE,2000;2010
48459,2020,TRUE,2000;2010
48465,2020,TRUE,2000;2010
48473,2020,TRUE,2000;2010
48479,2020,TRUE,2000;2010
48485,2020,TRUE,2000;2010
24510,2020,TRUE,2000;2010
29510,2020,TRUE,2000;2010
51510,2020,TRUE,2000;2010
51540,2020,TRUE,2000;2010
51550,2020,TRUE,2000;2010
51590,2020,TRUE,2000;2010
51660,2020,TRUE,2000;2010
51700,2020,TRUE,2000;2010
51710,2020,TRUE,2000;2010
51740,2020,TRUE,2000;2010
51760,2020,TRUE,2000;2010
51800,2020,TRUE,2000;2010
51810,2020,TRUE,2000;2010
